200,2016,"SUNFEST ENTERPRISES LLC",TDAC,,,"958 DON DRIVE",,,"FORT WALTON BEACH",FL,32547,56,850-974-1011,"SUNFEST ENTERPRISES LLC",,"1250 MIRACLE STRIP PARKWAY",,,"FORT WALTON BEACH",FL,32548,56,850-698-9654,6,14,5601282,20,,09/23/2012,,0,,
200,2016,"SANDRA CARO",TLIC,,,"199 GULF BREEZE PARKWAY",,,"GULF BREEZE",FL,32561,67,850-376-9629,"CARO MARTHA SANDRA",,"1250 MIRACLE STRIP PARKWAY",,,"FORT WALTON BEACH",FL,32548,56,850-698-9654,6,14,5601275,20,,09/23/2012,,0,,
200,2016,"DWAYNE GLEN",TDAC,,,"442 NESSLER WAY",,,"SPRING HILL",FL,34609,37,727-992-6527,"CURLS CONCESSIONS",,"NAVARRE BEACH",,,NAVARRE,FL,32566,67,251-438-6999,6,14,6701132,20,,09/30/2012,,0,,
200,2016,"TOM FORD",TLIC,,,"58 SUNSHINE PLACE",,,FREEPORT,FL,32439,76,,"SUNSIDE VENDING AND CATERING",,"NAVARRE BEACH",,,NAVARRE,FL,32566,67,,6,14,6701131,20,,09/30/2012,,0,,
200,2016,"ROTOLOS PIZZERIA",TLIC,,,"888 GULF BREEZE PKWY",,,"GULF BREEZE",FL,32561,67,850-934-5699,"ROTOLO'S PIZZERIA",,"SEVILLE SQUARE",,,PENSACOLA,FL,32501,27,,6,03,2708966,20,,09/30/2012,,0,,
200,2010,"JOHNSON MITCHELL C",SEAT,,,"PO BOX 11",,,WEWAHITCHKA,FL,32465,33,,"CORNER CAFE",,"108 N HWY 71",,,WEWAHITCHKA,FL,32465,33,850-890-0254,6,16,SEA3300787,45,20,06/01/2016,04/08/2016,34,"Risk Level 2",
200,2010,"LA FELDSTEEN INC",SEAT,,"LAWANDA FELDSTEEN","2217 WOODLAWN DR",,,TALLAHASSEE,FL,32303,47,407.797.5997,"WANDAS CAFE ATRIUM",,"111 MADISON ST",,,TALLAHASSEE,FL,32301,47,850.577.1500,6,11,SEA4702308,20,20,06/01/2017,03/29/2016,150,"Risk Level 2",
200,2014,"MOM FOR FOOD LLC",MFDV,,,"5469 SOUNDSIDE DR",,,"GULF BREEZE",FL,32563,67,,"MOM CURBSIDE KITCHEN TM",,"6156 GULF BREEZE PKWY",,,"GULF BREEZE",FL,32563,67,850-515-1000,6,12,MFD6750084,45,20,06/01/2016,06/30/2016,0,"Risk Level 2",
200,2016,"KENNETH WALTERS",TLIC,,,"9526 NAVARRE PKWY",,,NAVARRE,FL,32566,67,850-936-1210,"DIPPIN DOTS",,"SEVILLE SQUARE",,,PENSACOLA,FL,32501,27,,6,15,2708973,20,,09/26/2012,,0,,
200,2016,"JRS RIB SHACK INC RANDY BEVIS",TLIC,,,"2403 S HWY 77",,,"LYNN HAVEN",FL,32444,13,850-271-3310,"JRS RIB SHACK",,"HARRISON AVE",,,"PANAMA CITY",FL,32401,13,487-1395,6,07,1301758,20,,10/06/2012,,0,,
200,2016,"GINA JAMES EVANS",TLIC,,,"415 NORTH WOOD RD",,,"WEST PALM BEACH",FL,33407,60,,"TASTE & TELL",,"DESTIN HARBOR WALK",,,DESTIN,FL,32541,56,,6,05,5601284,20,,10/07/2012,,0,,
200,2016,"LAND SHARK INVESTMENT",TLIC,,,"763 HARBOR BLVD # 2",,,DESTIN,FL,32540,56,,"LAND SHARK PIZZA",,"DESTIN HARBOR WALK",,,DESTIN,FL,32541,56,,6,06,5601285,20,,10/07/2012,,0,,
200,2016,"COOL FISH SEAFOOD MARKET",TDAC,,,"468 RUCKLE DR",,,NICEVILLE,FL,32578,56,,"COOL FISH",,"DESTIN HARBOR WALK",,,DESTIN,FL,32541,56,,6,06,5601286,20,,10/07/2012,,0,,
200,2016,"BACK TORCH",TLIC,,,"1740 SCENIC HWY 98 E",,,DESTIN,FL,32440,42,,"BACK TORCH",,"DESTIN HARBOR WALK",,,DESTIN,FL,32541,56,,6,06,5601287,20,,10/07/2012,,0,,
200,2016,"DEWEY DESTINS HARBORSIDE LLC",TLIC,,,"202 HARBOR BLVD",,,DESTIN,FL,32541,56,837-7525,"DEWEYS DESTIN",,"DESTIN HARBOR WALK",,,DESTIN,FL,32541,56,,6,06,5601307,20,,10/07/2012,,0,,
200,2016,"CAJUN SPECIALITY MEATS",TDAC,,,"890 HENDERSON ST",,,PENSACOLA,FL,32502,27,,"CAJUN SPECIALITY MEATS",,"DESTIN HARBOR WALK",,,DESTIN,FL,32541,56,,6,06,5601308,20,,10/07/2012,,0,,
200,2016,"JOE'S CRAB SHACK",TLIC,,,"14055 EMERALD COAST",,,DESTIN,FL,32541,56,850-265-0068,"JOE'S CRAB SHACK",,"DESTIN HARBOR WALK",,,DESTIN,FL,32541,56,,6,06,5601309,20,,10/07/2012,,0,,
200,2016,"ROTOLO'S OF DESTIN LLC",TLIC,,,"985 US HWY 98",,,DESTIN,FL,32541,56,850-269-5200,"ROTOLO'S PIZZERIA",,"DESTIN HARBOR WALK",,,DESTIN,FL,32541,56,,6,06,5601310,20,,10/07/2012,,0,,
200,2010,"MAHAN COMMONS RETAIL CENTER LLC",SEAT,,"WOK N ROLL","2819 MAHAN DR #106",,,TALLAHASSEE,FL,32308,47,,"WOK N' ROLL",,"2819 MAHAN DR UNIT 106",,,TALLAHASSEE,FL,32308,47,850-597-8852,6,13,SEA4703297,20,20,06/01/2017,01/27/2016,44,"Risk Level 2",
200,2010,"DIVIN PAMELA A",SEAT,,,"2701 DEL MAR DR",,,"GULF BREEZE",FL,32563,67,850.982.0005,"SHANE'S RIB SHACK",,"5037 US HWY 90",,,MILTON,FL,32571,67,850-982-0005,6,12,SEA6701530,45,20,06/01/2016,05/09/2016,81,"Risk Level 2",
200,2010,"BLAZIN WINGS INC",SEAT,,LICENSING,"5500 WAYZALA BLVD STE 1600",,,MINNEAPOLIS,MN,55416,723,952.593.9943,"BUFFALO WILD WINGS #452",,"392 S MAGNOLIA DR",,,TALLAHASSEE,FL,32301,47,,6,11,SEA4703510,20,20,06/01/2017,04/05/2016,318,"Risk Level 2",
200,2010,"TOSAVON KITIRATANASUMPUM",SEAT,,,"854 N TYNADALL PKWY",,,"PANAMA CITY",FL,32404,13,850.215.8279,"THAI CHEF RESTAURANT",,"854 N TYNADALL PKWY",,,"PANAMA CITY",FL,32404,13,850.215.8279,6,16,SEA1305374,20,20,06/01/2017,03/22/2016,50,"Risk Level 2",
200,2014,"BURNS MARY E",MFDV,,"MARY E BURNS","P O BOX 513",,,QUINCY,FL,32353,30,850.510.4035,"JUST US FINGER LICKING GOOD COOKING",,"1287 GREENSBORO HWY",,,QUINCY,FL,32351,30,850-510-4035,6,01,MFD3050053,45,20,06/01/2016,12/04/2015,0,"Risk Level 1",
