200,2010,"R & J INVESTMENTS OF ENGLEWOOD",SEAT,,,"2611 PLACIDA RD",,,"GROVE CITY",FL,342245534,18,(941)474-6611,"ANGELOS PIZZA",,"2611 PLACIDA RD",,,"GROVE CITY",FL,342245534,18,(941)474-6611,7,07,SEA1800249,20,20,12/01/2016,03/29/2016,140,"Risk Level 2",
200,2010,"MANGROVE CAFE INC",SEAT,,,"878 5 AVE SOUTH",,,NAPLES,FL,34102,21,(941)262-7076,"MANGROVE CAFE",,"878 S 5 AVE",,,NAPLES,FL,34102,21,239-403-4856,7,15,SEA2100441,20,20,12/01/2016,02/22/2016,150,"Risk Level 2",
200,2010,"PEACE RIVER INC",SEAT,,"PEACE RIVER INC ","13180 N CLEVELAND AVE",,,"FORT MYERS",FL,339036200,18,,"KENTUCKY FRIED CHICKEN",,"4635 TAMIAMI TRL",,,"PORT CHARLOTTE",FL,339802932,18,(941)625-1200,7,07,SEA1800396,20,20,12/01/2016,03/08/2016,84,"Risk Level 2",
200,2010,"ADELSON PAMELA S",SEAT,,"SMOKEHOUSE RESTAURANT","415 COOPER ST",,,"PUNTA GORDA",FL,339503900,18,(941)639-2000,"SMOKEHOUSE RESTAURANT",,"415 COOPER ST",,,"PUNTA GORDA",FL,339503900,18,(941)639-2000,7,08,SEA1800584,20,20,12/01/2016,03/23/2016,60,"Risk Level 2",
200,2010,"BKD ENTERPRISES INCORPORATED",SEAT,,,"2395 TAMIAMI TRL #206",,,"PORT CHARLOTTE",FL,33952,18,(941)627-9200,"HUNGRY HOWIES",,"2395 TAMIAMI TRL #16",,,"PORT CHARLOTTE",FL,339523943,18,(941)627-9200,7,07,SEA1800671,20,20,12/01/2016,08/05/2015,38,"Risk Level 1",
200,2010,"WOOD DONAVON J",SEAT,,,"5653 REISTERSTOWN ROAD",,,"NORTH PORT",FL,34291,68,,"SWEET SCOOPS ICE CREAM",,"171 TAMIAMI TRL",,,"PORT CHARLOTTE",FL,339534502,18,(941)624-3051,7,07,SEA1800716,20,20,12/01/2016,08/19/2015,30,"Risk Level 1",
200,2010,"ISLAND HARBOR BEACH CLUB LTD",SEAT,,,"7092 PLACIDA RD",,,"CAPE HAZE",FL,339462501,18,(941)697-0566,"RUM BAY RESTAURANT",,"7092 PLACIDA RD",,,"CAPE HAZE",FL,339462501,18,(941)697-0566,7,07,SEA1800869,20,20,12/01/2016,03/15/2016,120,"Risk Level 2",
200,2010,"RT TAMPA FRANCHISE LTD",SEAT,,"TAX AND LICENSE","150 W CHURCH ST",,,MARYVILLE,TN,37801,743,,"RUBY TUESDAY RESTAURANT 2106",,"1441 TAMIAMI TRL #995",,,"PORT CHARLOTTE",FL,33948,18,941.629.7144,7,07,SEA1800986,20,20,12/01/2016,06/30/2016,199,"Risk Level 2",
200,2010,"AKSZ JANOS G & NANCY L",NOST,,,"1441 TAMIAMI TRL UNIT 587",,,"PORT CHARLOTTE",FL,33948,18,(941)624-3440,"TOWN CENTER ICE CREAM & YOGURT",,"1441 TAMIAMI TRL UNIT 58",,,"PORT CHARLOTTE",FL,339481001,18,(941)624-3440,7,07,NOS1800994,20,20,12/01/2016,07/23/2015,0,"Risk Level 1",
200,2010,"CHARLOTTE TREASURE LANES INC",SEAT,,,"1059 TAMIAMI TRL",,,"PORT CHARLOTTE",FL,339533805,18,(941)625-3930,"CHARLOTTE TREASURE LANES",,"1059 TAMIAMI TRL",,,"PORT CHARLOTTE",FL,339533805,18,(941)625-3930,7,07,SEA1801167,20,20,12/01/2016,09/08/2015,85,"Risk Level 1",
200,2010,"GROTHER JOHN J & LINDA M",SEAT,,,"1951 TAMIAMI TRL",,,"PORT CHARLOTTE",FL,339482112,18,(941)743-2227,"JD'S BISTRO & GRILLE",,"1951 TAMIAMI TRL",,,"PORT CHARLOTTE",FL,339482112,18,(941)743-2227,7,07,SEA1801170,20,20,12/01/2016,12/04/2015,162,"Risk Level 2",
200,2010,"MAPLE LEAF CC RESTAURANT INC",SEAT,,,"2100 KINGS HWY",,,"PORT CHARLOTTE",FL,339804258,18,(941)625-3130,"MAPLE LEAF SANDBAR",,"2100 KINGS HWY",,,"PORT CHARLOTTE",FL,339804258,18,(941)764-0060,7,07,SEA1801112,20,20,12/01/2016,01/28/2016,120,"Risk Level 2",
200,2010,"BRINKER FLORIDA INC #243",SEAT,,"ATTN: LEGAL DEPT","6820 LBJ FREEWAY",,,DALLAS,TX,75240,18,,"CHILI'S SOUTHWEST GRILL & BAR",,"1471 TAMIAMI TRL",,,"PORT CHARLOTTE",FL,339481069,18,(941)255-0058,7,07,SEA1801147,20,20,12/01/2016,04/20/2016,220,"Risk Level 2",
200,2010,"CHECKERS DRIVE-IN RESTAURANTS INC",SEAT,,"CHECKERS DRIVE IN REST INC ","4300 W CYPRESS ST STE 600",,,TAMPA,FL,33607,18,,"CHECKERS DRIVE IN REST # 179",,"1793 TAMIAMI TRL 179-C",,,MURDOCK,FL,33948,18,(941)255-0768,7,07,SEA1801157,20,20,12/01/2016,02/09/2016,56,"Risk Level 2",
200,2010,"CUTTING EDGE PIZZA INC",NOST,,"DOMINO'S PIZZA ","PO BOX 510666",,,"PUNTA GORDA",FL,339510666,18,,"DOMINO'S PIZZA",,"3502 N ACCESS ROAD #3",,,ENGLEWOOD,FL,342248510,18,(941)475-5691,7,07,NOS1801213,20,20,12/01/2016,07/15/2015,0,"Risk Level 1",
200,2010,"SMUGGLER'S ENTERPRISES INC",SEAT,,,"PO BOX 511289",,,"PUNTA GORDA",FL,33950,18,941.637.1177,"SMUGGLER'S HARPOON HARRYS",,"1200 W RETTA ESPLANADE #54",,,"PUNTA GORDA",FL,339505339,18,(941)637-1177,7,08,SEA1801273,20,20,12/01/2016,05/11/2016,291,"Risk Level 2",
200,2010,"CRACKER BARREL OLD COUNTRY STORE INC",SEAT,,"ATTN HEALTH PERMIT SECTION","PO BOX 787",,,LEBANON,TN,37088,743,,"CRACKER BARREL #225",,"800 KINGS HWY",,,"PORT CHARLOTTE",FL,33980,18,(941)624-4994,7,07,SEA1801335,20,20,12/01/2016,12/21/2015,206,"Risk Level 2",
200,2010,"ATA-MAN INC",SEAT,,,"2045 N BEACH RD",,,ENGLEWOOD,FL,342235711,18,(941)474-1517,"LOCK & KEY REST & PUB",,"2045 N BEACH RD",,,ENGLEWOOD,FL,342235711,18,(941)474-1517,7,07,SEA1800065,20,20,12/01/2016,12/08/2015,164,"Risk Level 2",
200,2010,"QUAIL RUN GOLF CLUB INC",SEAT,,,"1 FOREST LAKES BLVD",,,NAPLES,FL,34105,21,(239)261-2198,"QUAIL RUN GOLF CLUB",,"1 FOREST LAKES BLVD",,,NAPLES,FL,34105,21,(239)261-3930,7,14,SEA2100487,20,20,12/01/2016,03/14/2016,125,"Risk Level 2",
200,2010,"WILDERNESS CO CLUB INC",SEAT,,,"101 CLUBHOUSE DR",,,NAPLES,FL,34105,21,(239)261-6060,"WILDERNESS CO CLUB",,"101 CLUBHOUSE DR",,,NAPLES,FL,34105,21,(239)261-6060,7,15,SEA2100540,20,20,12/01/2016,01/27/2016,116,"Risk Level 2",
200,2010,"PELICAN BEND INC",SEAT,,,"219 CAPRI BLVD",,,NAPLES,FL,34113,21,(941)394-6857,"PELICAN BEND THE ISLES CAPRI",,"219 CAPRI BLVD",,,NAPLES,FL,34113,21,239.394.3452,7,16,SEA2100622,20,20,12/01/2016,04/20/2016,70,"Risk Level 2",
200,2010,"GATHERING @ GOLDEN GATE LLC (",SEAT,,,"12035 COLLIER BLVD",,,NAPLES,FL,34116,21,(941)455-4242,"MELS DINER",,"12035 COLLIER BLVD",,,NAPLES,FL,34116,21,(941)455-4242,7,14,SEA2100774,20,20,12/01/2016,06/20/2016,152,"Risk Level 2",
200,2010,"WYNDEMERE COUNTRY CLUB INC",SEAT,,,"700 WYNDEMERE WAY",,,NAPLES,FL,34105,21,(239)263-2228,"WYNDEMERE TIEBREAKER SNACK BAR",,"700 WYNDEMERE WAY",,,NAPLES,FL,34105,21,(239)263-2228,7,14,SEA2100782,20,20,12/01/2016,01/05/2016,220,"Risk Level 2",
200,2010,"B F FT MYERS INC",SEAT,,"BF FT MYS-WENDYS-BRIDGEMAN ","25450 AIRPORT RD",,,"PUNTA GORDA",FL,339505746,21,,"WENDYS OLD FASHIONED HAMBURGER",,"4100 N TAMIAMI TRL",,,NAPLES,FL,34102,21,(239)262-8351,7,15,SEA2100790,20,20,12/01/2016,03/14/2016,92,"Risk Level 1",
200,2010,"MARRIOTT HOTEL SERVICES INC",SEAT,,"ATTN: COHEN MEDWINTER","400 S COLLIER BLVD",,,"MARCO ISLAND",FL,34145,21,239-642-2633,"MARRIOTT TIKI BAR",,"400 S COLLIER BLVD",,,"MARCO ISLAND",FL,34145,21,(941)394-2511,7,16,SEA2100986,20,20,12/01/2016,05/26/2016,30,"Risk Level 2",
200,2010,"LUIGI PIZZA CORP",SEAT,,,"820 S 12 AVE",,,NAPLES,FL,341027324,21,(941)649-4440,"NAPOLI PIZZA ON THE BAY I DELI",,"820 S 12 AVE",,,NAPLES,FL,341027324,21,(239)649-4440,7,15,SEA2101071,20,20,12/01/2016,03/21/2016,45,"Risk Level 2",
200,2010,"BOCA GRANDE HOMEOWNRS ASSN INC",NOST,,"BOCA GRANDE CLUB ","PO BOX 1070",,,"BOCA GRANDE",FL,33921,18,,"CENTER COURT CAFE & DELI",,"5000 GASPARILLA RD",,,"BOCA GRANDE",FL,33921,18,9642211,7,07,NOS1801585,20,20,12/01/2016,10/30/2015,0,"Risk Level 1",
200,2010,"HOOTER'S OF PT CHARLOTTE INC",SEAT,,,"4329  CLEVELAND AVE #521 ",,,"FT. MYERS",FL,33901,46,6250200,"HOOTER'S OF PT CHARLOTTE",,"1360 TAMIAMI TRL",,,"PT CHARLOTTE",FL,33948,18,6250200,7,07,SEA1801591,20,20,12/01/2016,03/25/2016,201,"Risk Level 2",
200,2010,"FORTUNE ENTERPRISES OF IMMOKAL",SEAT,,,"101 W NEWMARKET ROAD",,,IMMOKALEE,FL,34142,21,(941)657-6689,"FORTUNE COOKIE RESTAURANT",,"101 W NEWMARKET ROAD",,,IMMOKALEE,FL,34142,21,(941)657-6689,7,17,SEA2101025,20,20,12/01/2016,05/16/2016,42,"Risk Level 2",
200,2010,"MARCO BEACH HOTEL INCORPORATED",SEAT,,,"560 S COLLIER BLVD",,,"MARCO ISLAND",FL,34145,21,(941)394-5000,"MARCO ISLAND HILTON BEACH RESORT & SPA",,"560 S COLLIER BLVD",,,"MARCO ISLAND",FL,34145,21,(941)394-5000,7,16,SEA2101027,20,20,12/01/2016,05/20/2016,51,"Risk Level 2",
200,2010,"RITZ-CARLTON HOTEL COMPANY LLC & CCRC",SEAT,,"ATTN: DIRECTOR OF FINANCE","280 VANDERBILT BEACH ROAD",,,NAPLES,FL,34108,21,,"RITZ CARLTON-MAIN/PASTRY/GRILL",,"280 VANDERBILT BCH RD",,,NAPLES,FL,34108,21,(239)598-3300,7,12,SEA2101048,20,20,12/01/2016,04/15/2016,1000,"Risk Level 2",
200,2010,"DELICE INC",SEAT,,,"918 N COLLIER BLVD",,,"MARCO ISL",FL,34145,21,(239)394-7578,"ISLAND CAFE",,"918 N COLLIER BLVD",,,"MARCO ISL",FL,34145,21,(239)394-7578,7,16,SEA2101055,20,20,12/01/2016,04/21/2016,58,"Risk Level 2",
200,2010,"VINEYARDS DEVELOPMENT CORP",SEAT,,,"400 VINEYARD BLVD",,,NAPLES,FL,34119,21,(941)353-1500,"VINEYARDS GOLF & COUNTRY CLUB",,"400 VINEYARD BLVD",,,NAPLES,FL,34119,21,(941)353-1500,7,14,SEA2101150,20,20,12/01/2016,05/31/2016,450,"Risk Level 2",
200,2010,"COUNTRYSIDE MASTER ASSOC INC",SEAT,,,"600 COUNTRYSIDE DR",,,NAPLES,FL,34112,21,239-353-1780,"COUNTRYSIDE CO CL REST",,"600 COUNTRYSIDE DR",,,NAPLES,FL,34112,21,(239)353-1780,7,16,SEA2101177,20,20,12/01/2016,03/11/2016,240,"Risk Level 2",
200,2010,"MELS FOOD INC",SEAT,,,"5051 CASTELLO DR STE 222",,,NAPLES,FL,34103,21,"239 643 9898","MELS DINER NAPLES",,"3650 N TAMIAMI TRL",,,NAPLES,FL,34103,21,239-643-9898,7,15,SEA2101181,20,20,12/01/2016,10/08/2015,156,"Risk Level 2",
200,2010,"KRETCH'S INC",SEAT,,,"527 BALD EAGLE DR",,,"MARCO ISLAND",FL,339372700,21,(941)394-3433,"KRETCH'S RESTAURANT",,"527 BALD EAGLE DR",,,"MARCO ISLAND",FL,34145,21,(239)394-3433,7,16,SEA2101188,20,20,12/01/2016,04/04/2016,165,"Risk Level 2",
200,2010,"HUANG-CHIANG INC",SEAT,,,"3300 E TAMIAMI TRL",,,NAPLES,FL,34112,21,(941)775-5117,"SZECHUAN CHINESE RESTAURANT",,"3300 E TAMIAMI TRL",,,NAPLES,FL,34112,21,239-732-1441,7,16,SEA2101199,20,20,12/01/2016,06/30/2016,150,"Risk Level 2",
200,2010,"NANCJO INC",SEAT,,"CANDITO MANAGEMENT GROUP INC","2626-3 E TAMIAMI TRL",,,NAPLES,FL,34145,21,,SUBWAY,,"670 BALD EAGLE DR",,,"MARCO ISL",FL,34145,21,(239)394-7009,7,16,SEA2101210,20,20,12/01/2016,08/17/2015,34,"Risk Level 1",
200,2010,"HOWELL KARAS ENT INC",NOST,,,"6030 WESTBOURGH DR 832-0001",,,NAPLES,FL,34112,21,,"LITTLE CAESERS FRANCHISE",,"4911 RATTLESNAKE HAMM RD",,,NAPLES,FL,34112,21,(941)793-1300,7,16,NOS2101217,20,20,12/01/2016,03/25/2016,0,"Risk Level 1",
200,2010,"OCEAN STATE RESORTS INC",SEAT,,,"4300 N GULF SHORE BLVD STE 104",,,NAPLES,FL,34103,21,(239)263-1662,"M WATERFRONT GRILLE",,"4300 N GULF SHORE BLVD STE 104",,,NAPLES,FL,34103,21,239-263-1662,7,15,SEA2101227,20,20,12/01/2016,06/10/2016,240,"Risk Level 2",
200,2010,"GOOD TIMES INC",SEAT,,"GOOD TIMES DINER","325 AIRPORT RD",,,NAPLES,FL,34104,21,(941)434-8772,"GOOD TIMES DINER",,"325 AIRPORT RD",,,NAPLES,FL,34104,21,(239)434-8772,7,14,SEA2101230,20,20,12/01/2016,06/10/2016,52,"Risk Level 2",
200,2010,"WCT PROPERTIES INC",NOST,,,"PO BOX 1035",,,ESTERO,FL,33928,46,(941)434-5850,"BEN & JERRY'S",,"4320 N GULFSHORE BLVD",,,NAPLES,FL,34102,21,(941)434-5850,7,15,NOS2101251,20,20,12/01/2016,07/14/2015,0,"Risk Level 1",
200,2010,"PELICAN BEND INC",SEAT,,,"219 CARI BLVD",,,"ISLES OF CAPRI",FL,34113,21,(941)394-3452,"PELICAN BEND MARINA",,"219 CARI BLVD",,,"ISLES OF CAPRI",FL,34113,21,(941)394-3452,7,16,SEA2101311,20,20,12/01/2016,11/03/2015,40,"Risk Level 1",
200,2010,"PELICAN BAY OF NAPLES FOUNDATION INC",SEAT,,,"6251 PELICAN BAY",,,NAPLES,FL,34108,21,,"SANDBAR-SUNSET CAFE",,"6089 PELICAN BAY BLVD",,,NAPLES,FL,34108,21,,7,12,SEA2101322,20,20,12/01/2016,05/16/2016,60,"Risk Level 2",
200,2010,"AUDUBON COUNTRY CLUB INC",SEAT,,,"625 AUDUBON DR",,,NAPLES,FL,34110,21,(941)597-2800,"AUDUBON CC MAIN DINING",,"625 AUDUBON DR",,,NAPLES,FL,34110,21,(941)597-2800,7,12,SEA2101397,20,20,12/01/2016,05/05/2016,295,"Risk Level 2",
