200,2010,"ALL UPPER MANAGEMENT LLC",NOST,,,"7385 RADIO RD",,,NAPLES,FL,34104,21,,"DOMINO'S PIZZA",,"7385 RADIO RD",,,NAPLES,FL,34104,21,239-354-2444,7,14,NOS2102584,20,20,12/01/2016,05/25/2016,0,"Risk Level 1",
200,2013,"C & L FLORIDA SERVICES",CATR,,,"1320 SW 5TH AVE",,,"CAPE CORAL",FL,33991,46,239.938.5462,"C & L FLORIDA SERVICES",,"1431 RAIL HEAD BLVD #1",,,NAPLES,FL,34110,21,239.938.5462,7,12,CAT2102714,20,20,12/01/2016,06/17/2016,0,"Risk Level 2",
200,2014,"SHOOTERS CAFFE LLC",MFDV,,,"7055 NE 48TH STREET",,,OKEECHOBEE,FL,34972,57,"(863) 357-3006","SHOOTERS CAFFE LLC",,"7055 NE 48TH STREET",,,OKEECHOBEE,FL,34972,57,"(863) 357-3006",7,20,MFD5750076,20,20,12/01/2016,06/17/2016,0,"Risk Level 2",
200,2010,"BABCOCK RANCH MANAGEMENT LLC",SEAT,,"BABCOCK WILDERNESS ADVENTURES","8000 SR 31",,,"PUNTA GORDA",FL,33982,18,941.639.3958,"BABCOCK WILDERNESS ADVENTURES",,"8000 SR 31",,,"PUNTA GORDA",FL,33982,18,941.639.3958,7,08,SEA1801414,20,20,12/01/2016,04/14/2016,66,"Risk Level 2",
200,2010,"BACK ALLEY INC",SEAT,,"MARK LABRIOLA","PO BOX 1857",,,"ANNA MARIA",FL,34216,51,214.878.3609,"HARRY'S GRILL",,"9903 GULF DR",,,"ANNA MARIA",FL,34216,51,214.878.3609,7,01,SEA5105344,20,20,12/01/2016,06/30/2016,31,"Risk Level 2",
200,2010,"FERRER ENTERPRISES CORP",NOST,,"MARIO E JUAREZ","16450 SAN CARLOS BLVD #6",,,"FORT MYERS",FL,33908,46,"(239) 246-9272","ICE CREAM CARRUSEL",,"16450 SAN CARLOS BLVD #6",,,"FORT MYERS",FL,33908,46,"(239) 246-9272",7,13,NOS4606811,20,20,12/01/2016,01/07/2016,0,"Risk Level 2",
200,2010,"DUFFYS OF ESTERO INC",SEAT,,,"1926 10TH AVENUE N SUITE 300",,,"LAKE WORTH",FL,33461,60,"(561) 585-6685","DUFFYS SPORTS GRILL",,"21253 STONEYBROOK GOLF BLVD",,,ESTERO,FL,33928,46,239-301-0944,7,19,SEA4606818,20,20,12/01/2016,04/28/2016,261,"Risk Level 2",
200,2010,"TRANSCEND FRESH CONCEPTS INC.",SEAT,,,"5328 SW 8TH PLACE",,,"CAPE CORAL",FL,33914,46,,"KJ'S FRESH GRILL",,"10950 S. CLEVELAND AVE",,,"FT MYERS",FL,33907,46,239.275.4745,7,13,SEA4606824,20,20,12/01/2016,03/16/2016,252,"Risk Level 2",
200,2010,"SANDPIPER GROUP LLC",SEAT,,"PAUL ANGERSBACH","1119 BREAKWATER CT",,,"MARCO ISLAND",FL,34145,21,"(216) 571-0300","ORANGE LEAF FROZEN YOGURT",,"1069 N COLLIER BLVD UNIT 214",,,"MARCO ISLAND",FL,34145,21,"(216) 571-0300",7,16,SEA2103386,20,20,12/01/2016,01/26/2016,20,"Risk Level 1",
200,2010,"FORT MYERS SUSHI LLC",SEAT,,"RICHARD ARENAS","13451 MCGREGOR BLVD #23",,,"FORT MYERS",FL,33919,46,239.940.1510,"BLU SUSHI",,"13451 MCGREGOR BLVD #23",,,"FORT MYERS",FL,33919,46,239.940.1510,7,09,SEA4605535,20,20,12/01/2016,06/30/2016,150,"Risk Level 2",
