200,2010,"BARAJAS CHAVEZ IGNACIO",SEAT,,,"11723 GULF BEACH HWY",,,PENSACOLA,FL,32507-9143,27,850-492-0658,"VALLARTA ON SORRENTO INC",,"10427 SORRENTO RD STE 106",,,PENSACOLA,FL,32506,27,850-455-9742,6,02,SEA2705943,20,20,06/01/2017,03/25/2016,152,"Risk Level 2",
200,2014,"BEARD CURTIS",MFDV,,,"105 STONE DRIVE",,,"PORT ST JOE",FL,32456,33,850-229-5494,"SEA BREEZE BBQ PIT",,"1139 N TYNDALL PARKWAY",,,"PANAMA CITY",FL,32456,33,850-227-9353,6,16,MFD3350012,45,20,06/01/2016,10/21/2015,0,"Risk Level 1",
200,2010,"GALO ENTERPRISES INC",SEAT,,,"PO BOX 547",,,CHIPLEY,FL,32428,77,850-263-7144,SUBWAY,,"1226 FREEPORT RD",,,"DEFUNIAK SPRINGS",FL,32433,76,850-263-7144,6,14,SEA7601956,20,20,06/01/2017,01/05/2016,14,"Risk Level 1",
200,2010,"LQ MANAGEMENT LLC",SEAT,,"LQ MANAGEMENT LLC","909 HIDDEN RIDGE #600",,,IRVING,TX,75038,99,214.492.6614,"LA QUINTA INN BREAKFAST BAR #975",,"1030 E 23RD STREET",,,"PANAMA CITY",FL,32405,13,850-914-0022,6,08,SEA1305129,20,20,06/01/2017,07/30/2015,44,"Risk Level 1",
200,2010,"STEINHATCHEE PIZZA LLC",SEAT,,,"P O BOX 1417",,,ALACHUA,FL,32616,48,352-493-0081,"HUNGRY HOWIE'S PIZZA AND SUBS",,"806 RIVERSIDE DRE",,,STEINHATCHEE,FL,32359,72,352-498-7100,6,01,SEA7200328,20,20,06/01/2017,07/20/2015,49,"Risk Level 1",
200,2010,"SHALIMAR NIGHTS INC",SEAT,,"FAIRFIELD INN & SUITES","1280 N EGLIN PKWY",,,SHALIMAR,FL,32579,56,850-651-9999,"FAIRFIELD INN & SUITES",,"1280 N EGLIN PKWY",,,SHALIMAR,FL,32579,56,850-651-9999,6,04,SEA5603663,20,20,06/01/2017,06/20/2016,25,"Risk Level 1",
200,2010,"STILES C ENTERPRISES INC",SEAT,,,"109 CANNERY LANE",,,DESTIN,FL,32550,76,850-424-6650,"GRAFFITI AND THE FUNKY BLUES SHACK",,"109 CANNERY LANE",,,DESTIN,FL,32550,76,850-424-6650,6,06,SEA7601960,20,20,06/01/2017,03/22/2016,150,"Risk Level 2",
200,2010,"SALIS RAYMOND P JR",SEAT,,"LINDY'S CHICKEN","35 RIVER PARK DR",,,MIDWAY,FL,32343,30,,"LINDY'S CHICKEN",,"25 RIVER PARK DR",,,MIDWAY,FL,32343,30,850-580-4002,6,13,SEA3000344,20,20,06/01/2017,01/25/2016,28,"Risk Level 2",
200,2010,"SONIC RESTAURANTS INC",SEAT,,"SONIC CORP/PARTNERSHIP ACCTG SVCS","300 JOHNNY BENCH DRIVE",,,"OKLAHOMA CITY",OK,73104,,405-225-4514,"SONIC AMERICA'S DRIVE-IN #5557",,"3151 MICHIGAN AVE",,,PENSACOLA,FL,32526,27,850-944-2501,6,02,SEA2705946,20,18,06/01/2017,01/08/2016,28,"Risk Level 1",
200,2014,"MARQUEZ HERMINIO",MFDV,,,"699  N BEAL PKWY UNIT A",,,"FORT WALTON BEACH",FL,32547,56,850-581-3800,"TAQUERIA MI GENTE INC",,"699 N BEAL PKWY   UNIT A",,,"FORT WALTON BEACH",FL,32547,56,850-581-3800,6,05,MFD5650088,20,20,06/01/2017,05/31/2016,0,"Risk Level 2",
200,2010,"FLORIDA STEAKHOUSE 1 LLC",SEAT,,,"PO BOX 5618",,,DESTIN,FL,32540,56,,"RUTH'S CHRIS STEAKHOUSE",,"15000 EMERALD COAST PKWY",,,DESTIN,FL,32541,56,850-337-5168,6,05,SEA5603317,20,20,06/01/2017,06/30/2016,230,"Risk Level 2",
200,2010,"EMERALD STAR CORPORATION",SEAT,,"DWAYNE L FISEL","1310 US HWY 331 S UNIT D",,,"DEFUNIAK SPRINGS",FL,32435,76,850.419.1847,"BEEF O BRADYS OF DEFUNIAK SPRINGS",,"1310 US HWY 331 S UNIT D",,,"DEFUNIAK SPRINGS",FL,32435,76,850.951.9877,6,06,SEA7601958,20,20,06/01/2017,05/04/2016,105,"Risk Level 2",
200,2010,"JAKSSUB INC",SEAT,,,"34940 EMERALD COAST PKWY UNIT 188",,,DESTIN,FL,32541,56,850-654-8055,"MIDWAY SUBWAY",,"34940 EMERALD COAST PARKWAY UNIT 188",,,DESTIN,FL,32541,56,850-654-8055,6,05,SEA5603666,20,20,06/01/2017,12/11/2015,30,"Risk Level 1",
200,2010,"ANGELO'S SEAFOOD RESTAURANT INC",SEAT,,,"PO BOX 189",,,PANACEA,FL,32346,75,,"ANGELO & SONS SEAFOOD RESTAURANT",,"5 MASHES SANDS RD",,,PANACEA,FL,32346,75,,6,10,SEA7502856,20,20,06/01/2017,12/04/2015,436,"Risk Level 2",
200,2010,"H & S DEVELOPMENT LLC",SEAT,,,"113 BAYBRIDGE DR",,,"GULF BREEZE",FL,32561,67,850-934-3609,"HAMPTON INN BREAKFAST BAR",,"2 VIA DE LUNA DR",,,"PENSACOLA BEACH",FL,32561,27,850-932-6800,6,15,SEA2705209,20,20,06/01/2017,08/19/2015,75,"Risk Level 1",
200,2010,"DEMERSSEMAN DANNY/ DEMERCAP INC",SEAT,,,"3844 KINDERLOU FOREST",,,VALDOSTA,GA,31601,,229.561.3844,ZAXBY'S,,"1380 CAPITAL CIRCLE NW",,,TALLAHASSEE,FL,32304,47,850.580.4044,6,13,SEA4703215,20,20,06/01/2017,12/09/2015,89,"Risk Level 2",
200,2010,"536 CORPORATION",SEAT,,,"6745 W HWY 98",,,"SANTA ROSA BEACH",FL,32459,76,850-267-3239,"DONUT HOLE",,"635 HWY 98 E",,,DESTIN,FL,32541,56,850-837-8824,6,05,SEA5603669,20,20,06/01/2017,06/30/2016,76,"Risk Level 2",
200,2010,"MCCANS BILL",SEAT,,,"7404 CALMONT AVE",,,"FORT WORTH",TX,76116,,817-696-9800,"SONIC DRIVE IN OF TALLAHASSEE #3",,"5814 NORTH MONROE STREET",,,TALLAHASSEE,FL,32303,47,850-562-5353,6,10,SEA4703222,20,20,06/01/2017,03/10/2016,24,"Risk Level 2",
200,2010,"R B D MANAGEMENT INC",SEAT,,,"12628 FRONT BEACH RD",,,"PANAMA CITY BEACH",FL,32407-3308,13,850-234-6457,"BISHOP'S BUFFET",,"12628 FRONT BEACH RD",,,"PANAMA CITY BEACH",FL,32407,13,850-234-6457,6,07,SEA1300237,20,20,06/01/2017,05/20/2016,194,"Risk Level 2",
200,2010,"BACKYARD BURGERS INC",SEAT,,,"500 CHURCH STREET STE 200",,,NASHVILLE,TN,37219,,6156202300,"BACKYARD BURGERS",,"4600 OPALOCKA LN",,,DESTIN,FL,32541,56,,6,05,SEA5603566,20,20,06/01/2017,05/31/2016,69,"Risk Level 2",
